;text1.txt;text2.txt;text3.txt;text4.txt;text5.txt;text6.txt;text7.txt;text8.txt;text9.txt;text10.txt;text11.txt;text12.txt;text13.txt;text14.txt;text15.txt
echo;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
troubl;0.0;1.813781191217037;0.9068905956085185;0.0;0.9068905956085185;0.0;2.720671786825555;1.813781191217037;0.9068905956085185;0.9068905956085185;0.0;0.9068905956085185;0.0;0.0;0.0
made;0.0;0.7369655941662062;1.4739311883324124;2.2108967824986188;0.7369655941662062;0.7369655941662062;0.0;1.4739311883324124;0.0;0.7369655941662062;0.7369655941662062;0.0;0.0;0.0;0.7369655941662062
insult;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
offici;0.0;3.965784284662087;2.643856189774725;1.3219280948873624;1.3219280948873624;0.0;0.0;2.643856189774725;0.0;1.3219280948873624;0.0;0.0;0.0;0.0;0.0
review;0.0;9.287712379549449;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gave;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“it;0.0;2.321928094887362;0.0;4.643856189774724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.321928094887362;0.0
like;0.0;0.7369655941662062;0.7369655941662062;3.684827970831031;0.7369655941662062;0.7369655941662062;0.0;0.0;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.0;0.0;0.0
dog;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
watch;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tv”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
seem;0.0;2.9068905956085187;0.0;0.0;0.0;8.720671786825555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
consum;0.0;1.9068905956085185;1.9068905956085185;0.0;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9068905956085185
limit;0.0;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.584962500721156;3.169925001442312;3.169925001442312;1.584962500721156;0.0
crew;0.0;4.643856189774724;4.643856189774724;0.0;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
signific;0.0;1.0995356735509143;1.0995356735509143;3.298607020652743;1.0995356735509143;0.0;1.0995356735509143;0.0;0.0;2.1990713471018286;0.0;1.0995356735509143;0.0;0.0;0.0
victori;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
benefit;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0
promis;0.0;2.9068905956085187;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
offer;0.0;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;2.321928094887362;0.0;0.0;0.0;0.0
discount;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
per;0.0;1.9068905956085185;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;0.0;5.720671786825555;0.0;0.0
requir;0.0;4.754887502163468;7.92481250360578;0.0;3.169925001442312;0.0;0.0;0.0;0.0;1.584962500721156;0.0;0.0;0.0;1.584962500721156;0.0
august;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
market;0.0;2.643856189774725;0.0;1.3219280948873624;0.0;0.0;1.3219280948873624;0.0;0.0;2.643856189774725;0.0;1.3219280948873624;0.0;0.0;3.965784284662087
cheer;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
computer-bas;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ng;0.0;5.813781191217037;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
predecessor;0.0;2.321928094887362;4.643856189774724;0.0;0.0;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
instead;0.0;5.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.813781191217037;0.0;0.0;0.0;0.0
“you;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0
away;0.0;2.321928094887362;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;4.643856189774724;0.0;0.0;0.0;0.0;0.0
abl;0.0;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.321928094887362
jump;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
max?;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
love;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0
it!!”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
say;0.0;0.7369655941662062;1.4739311883324124;0.7369655941662062;0.0;1.4739311883324124;0.0;1.4739311883324124;0.0;1.4739311883324124;0.0;1.4739311883324124;1.4739311883324124;0.0;5.158759159163443
follow;0.0;5.813781191217037;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
noting:;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
big;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0
oper;0.0;0.7369655941662062;0.0;0.0;0.0;1.4739311883324124;1.4739311883324124;0.0;1.4739311883324124;0.7369655941662062;0.7369655941662062;0.0;1.4739311883324124;1.4739311883324124;0.7369655941662062
structur;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187
decks”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
costli;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
necessari;0.0;6.965784284662087;0.0;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“these;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0
contain;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
provoc;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
languag;0.0;11.720671786825555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
certain;0.0;2.9068905956085187;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
connect;0.0;1.9068905956085185;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;0.0;1.9068905956085185;0.0;0.0
qualif;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
process”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
congress;0.0;6.965784284662087;0.0;2.321928094887362;0.0;0.0;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“have;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
care;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0
function;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
effectively”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
content;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
apolog;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
them”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ad;0.0;5.720671786825555;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;3.813781191217037;3.813781191217037;0.0;0.0;0.0
“the;0.0;1.584962500721156;1.584962500721156;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.169925001442312;1.584962500721156;0.0;0.0
sentiment;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
inconsist;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
valu;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0
appropri;0.0;2.321928094887362;4.643856189774724;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
action;0.0;3.813781191217037;1.9068905956085185;0.0;0.0;0.0;0.0;7.627562382434074;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;0.0
ultim;0.0;2.9068905956085187;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disciplinari;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
personnel;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.813781191217037;0.0
outrag;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lawmak;0.0;3.813781191217037;0.0;0.0;1.9068905956085185;3.813781191217037;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;0.0
saw;0.0;2.9068905956085187;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disregard;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
broader;0.0;2.9068905956085187;0.0;5.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cultur;0.0;2.9068905956085187;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
senat;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
richard;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
blumenth;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
democrat;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
connecticut;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
interview;0.0;2.9068905956085187;0.0;5.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
hear;0.0;5.813781191217037;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
leadership;0.0;2.321928094887362;2.321928094887362;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“astonish;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
appalling”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
notifi;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
document;0.0;9.287712379549449;0.0;0.0;0.0;4.643856189774724;0.0;6.965784284662087;0.0;0.0;0.0;0.0;0.0;0.0;0.0
decemb;0.0;1.9068905956085185;1.9068905956085185;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;0.0
“not;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
misrepresent;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
activities”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
despit;0.0;1.9068905956085185;0.0;1.9068905956085185;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9068905956085185
employee’;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“cover;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
up”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lynn;0.0;2.9068905956085187;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lunsford;0.0;8.720671786825555;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
reveal;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0
risk;0.0;1.584962500721156;3.169925001442312;1.584962500721156;0.0;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.754887502163468;0.0
“upon;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
record;0.0;2.321928094887362;0.0;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
specif;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mention;0.0;2.9068905956085187;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
determin;0.0;2.321928094887362;9.287712379549449;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
piec;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
equip;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
evalu;0.0;5.813781191217037;8.720671786825555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
qualifi;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
six;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
months”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“ani;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
defici;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
addressed”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“while;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tone;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disappoint;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
remain;0.0;1.584962500721156;0.0;0.0;0.0;0.0;0.0;4.754887502163468;0.0;4.754887502163468;0.0;1.584962500721156;0.0;0.0;1.584962500721156
focus;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0
thorough;0.0;2.321928094887362;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
passeng;0.0;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.0;1.4739311883324124;0.0;0.0;0.0;2.2108967824986188;2.2108967824986188;0.7369655941662062;2.2108967824986188;0.0;2.2108967824986188
service”;0.0;1.584962500721156;3.169925001442312;1.584962500721156;1.584962500721156;0.0;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
factor;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;2.321928094887362;0.0;0.0;0.0;0.0;4.643856189774724;0.0;0.0
fire;0.0;2.321928094887362;4.643856189774724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.643856189774724;0.0
whose;0.0;2.9068905956085187;0.0;0.0;0.0;5.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
creat;0.0;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.643856189774724;0.0;0.0;0.0
rift;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stephen;0.0;2.9068905956085187;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dickson;0.0;4.643856189774724;0.0;4.643856189774724;11.60964047443681;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
struck;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
assert;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
urg;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0
hi;0.0;3.965784284662087;1.3219280948873624;7.931568569324174;0.0;5.28771237954945;0.0;1.3219280948873624;0.0;0.0;0.0;1.3219280948873624;0.0;0.0;0.0
ignor;0.0;2.9068905956085187;0.0;0.0;0.0;11.627562382434075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
outsid;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0
pressur;0.0;1.9068905956085185;0.0;3.813781191217037;0.0;0.0;0.0;1.9068905956085185;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0
tell;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0
timet;0.0;2.9068905956085187;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
meet;0.0;1.584962500721156;3.169925001442312;7.92481250360578;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.584962500721156;0.0;0.0
request;0.0;2.9068905956085187;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
focu;0.0;0.9068905956085185;0.9068905956085185;1.813781191217037;0.9068905956085185;0.9068905956085185;0.0;1.813781191217037;0.9068905956085185;0.9068905956085185;0.0;0.0;0.0;0.0;0.0
complet;0.0;1.584962500721156;0.0;1.584962500721156;3.169925001442312;0.0;1.584962500721156;0.0;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0
paperwork;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disclos;0.0;2.9068905956085187;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
top;0.0;1.9068905956085185;0.0;0.0;3.813781191217037;3.813781191217037;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;0.0
experienc;0.0;2.9068905956085187;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
believ;0.0;1.9068905956085185;3.813781191217037;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0
misl;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
basic;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lie;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;1.9068905956085185;1.9068905956085185;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0
(unknowingly)”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mark;0.0;2.321928094887362;0.0;2.321928094887362;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
forkner;0.0;2.9068905956085187;0.0;0.0;0.0;5.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
patrik;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gustavsson;0.0;7.813781191217037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
inform;0.0;2.321928094887362;2.321928094887362;0.0;0.0;0.0;0.0;4.643856189774724;0.0;0.0;0.0;0.0;0.0;0.0;0.0
wait;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;1.9068905956085185;0.0;0.0;1.9068905956085185
testifi;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
front;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
send;0.0;2.9068905956085187;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
took;0.0;1.0995356735509143;1.0995356735509143;2.1990713471018286;0.0;0.0;1.0995356735509143;1.0995356735509143;0.0;1.0995356735509143;0.0;0.0;1.0995356735509143;0.0;0.0
anger;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
felt;0.0;2.9068905956085187;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
repres;0.0;1.9068905956085185;0.0;0.0;0.0;0.0;0.0;0.0;1.9068905956085185;0.0;0.0;1.9068905956085185;3.813781191217037;0.0;0.0
peter;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
defazio;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oregon;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lead;0.0;0.7369655941662062;2.2108967824986188;0.0;0.0;0.0;0.0;0.0;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.7369655941662062;0.7369655941662062
hous;0.0;2.9068905956085187;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
call;0.0;1.3219280948873624;2.643856189774725;0.0;0.0;1.3219280948873624;0.0;0.0;2.643856189774725;0.0;0.0;1.3219280948873624;1.3219280948873624;0.0;0.0
newli;0.0;2.9068905956085187;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“incred;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
damning”;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“they;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9068905956085187;0.0;0.0;0.0
paint;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deepli;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disturb;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pictur;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
length;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
order;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;3.169925001442312;7.92481250360578;0.0;0.0;0.0;3.169925001442312
evad;0.0;3.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
scrutini;0.0;2.321928094887362;4.643856189774724;0.0;0.0;2.321928094887362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
“even;0.0;2.9068905956085187;0.0;2.9068905956085187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
